id,adoption_evolution_0,adoption_evolution_1,adoption_evolution_2,adoption_evolution_3,adoption_evolution_4,adoption_evolution_5,adoption_evolution_6,adoption_evolution_7,adoption_evolution_8,adoption_evolution_9,adoption_evolution_10,adoption_evolution_11,adoption_evolution_12,adoption_evolution_13,adoption_evolution_14,adoption_evolution_15,adoption_evolution_16,adoption_evolution_17,adoption_evolution_18,adoption_evolution_19,adoption_evolution_20,adoption_evolution_21,adoption_evolution_22,adoption_evolution_23,adoption_evolution_24,adoption_evolution_25,adoption_evolution_26,adoption_evolution_27,adoption_evolution_28,adoption_evolution_29,adoption_evolution_30,adoption_evolution_31,adoption_evolution_32,adoption_evolution_33,adoption_evolution_34,adoption_evolution_35,adoption_evolution_36,adoption_evolution_37,adoption_evolution_38,adoption_evolution_39,adoption_evolution_40,adoption_evolution_41,adoption_evolution_42,adoption_evolution_43,adoption_evolution_44,adoption_evolution_45,adoption_evolution_46,adoption_evolution_47,adoption_evolution_48,adoption_evolution_49,adoption_evolution_50,adoption_evolution_51,adoption_evolution_52,adoption_evolution_53,adoption_evolution_54,adoption_evolution_55,adoption_evolution_56,adoption_evolution_57,adoption_evolution_58,adoption_evolution_59,adoption_evolution_60,adoption_evolution_61,adoption_evolution_62,adoption_evolution_63,adoption_evolution_64,adoption_evolution_65,adoption_evolution_66,adoption_evolution_67,adoption_evolution_68,adoption_evolution_69,adoption_evolution_70,adoption_evolution_71,adoption_evolution_72,adoption_evolution_73,adoption_evolution_74,adoption_evolution_75,adoption_evolution_76,adoption_evolution_77,adoption_evolution_78,adoption_evolution_79,adoption_evolution_80,adoption_evolution_81,adoption_evolution_82,adoption_evolution_83,adoption_evolution_84,adoption_evolution_85,adoption_evolution_86,adoption_evolution_87,adoption_evolution_88,adoption_evolution_89,adoption_evolution_90,adoption_evolution_91,adoption_evolution_92,adoption_evolution_93,adoption_evolution_94,adoption_evolution_95,adoption_evolution_96,adoption_evolution_97,adoption_evolution_98,adoption_evolution_99
200,0.0,0.0,0.05,0.09000000000000001,0.21999999999999997,0.25,0.18000000000000005,0.13,0.010000000000000009,0.0,0.019999999999999907,0.0,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.01,0.049999999999999996,0.22000000000000003,0.2899999999999999,0.2300000000000001,0.10999999999999999,0.020000000000000018,0.009999999999999898,0.010000000000000009,0.0,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.02,0.16,0.25,0.23000000000000004,0.12,0.07999999999999996,0.020000000000000018,0.030000000000000027,0.010000000000000009,0.019999999999999907,0.030000000000000027,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.06,0.13,0.21000000000000002,0.21999999999999997,0.18000000000000005,0.029999999999999916,0.020000000000000018,0.0,0.020000000000000018,0.020000000000000018,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.009999999999999898,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.04,0.33,0.32999999999999996,0.17000000000000004,0.040000000000000036,0.029999999999999916,0.020000000000000018,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.04,0.22,0.26,0.16999999999999993,0.10000000000000009,0.13,0.010000000000000009,0.009999999999999898,0.020000000000000018,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.03,0.13,0.18000000000000002,0.19,0.27,0.13,0.019999999999999907,0.020000000000000018,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.01,0.13999999999999999,0.22,0.26,0.18999999999999995,0.050000000000000044,0.06999999999999995,0.020000000000000018,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0
208,0.0,0.01,0.16999999999999998,0.25,0.23000000000000004,0.14,0.04999999999999993,0.020000000000000018,0.020000000000000018,0.030000000000000027,0.010000000000000009,0.009999999999999898,0.010000000000000009,0.010000000000000009,0.0,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.02,0.06,0.27999999999999997,0.19000000000000006,0.17999999999999994,0.08999999999999997,0.040000000000000036,0.030000000000000027,0.010000000000000009,0.020000000000000018,0.019999999999999907,0.020000000000000018,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
